1, -100.000000, -80.000000, 100.000000, -80.000000, 1, 0, 0 
1, 100.000000, -80.000000, 100.000000, 80.000000, 1, 0, 0 
1, 100.000000, 80.000000, -100.000000, 80.000000, 1, 0, 0 
1, -100.000000, 80.000000, -100.000000, -80.000000, 1, 0, 0 
1, -50.000000, 20.000000, -54.931034, 17.246547, 1, 0, 0 
1, -54.931034, 17.246547, -44.493008, 13.264110, 1, 0, 0 
1, -44.493008, 13.264110, -53.284483, 6.370479, 1, 0, 0 
1, -53.284483, 6.370479, -42.262723, 4.544831, 1, 0, 0 
1, -42.262723, 4.544831, -49.506553, -3.960409, 1, 0, 0 
1, -49.506553, -3.960409, -38.341929, -3.556241, 1, 0, 0 
1, -38.341929, -3.556241, -43.748361, -13.332881, 1, 0, 0 
1, -43.748361, -13.332881, -32.887457, -10.715064, 1, 0, 0 
1, -32.887457, -10.715064, -36.240234, -21.372037, 1, 0, 0 
1, -36.240234, -21.372037, -26.117488, -16.645284, 1, 0, 0 
1, -26.117488, -16.645284, -27.282498, -27.756312, 1, 0, 0 
1, -27.282498, -27.756312, -18.302819, -21.109693, 1, 0, 0 
1, -18.302819, -21.109693, -17.233462, -32.230334, 1, 0, 0 
1, -17.233462, -32.230334, -9.756037, -23.929714, 1, 0, 0 
1, -9.756037, -23.929714, -6.495087, -34.615143, 1, 0, 0 
1, -6.495087, -34.615143, -0.819013, -24.992546, 1, 0, 0 
1, -0.819013, -24.992546, -0.000000, -30.000000, 1, 0, 0 
