1, -100.000000, -80.000000, 100.000000, -80.000000, 1, 0, 0 
1, 100.000000, -80.000000, 100.000000, 80.000000, 1, 0, 0 
1, 100.000000, 80.000000, -100.000000, 80.000000, 1, 0, 0 
1, -100.000000, 80.000000, -100.000000, -80.000000, 1, 0, 0 
1, -100.000000, 80.000000, -94.558433, 81.280369, 1, 0, 0 
1, -94.558433, 81.280369, -96.799078, 76.158894, 1, 0, 0 
1, -96.799078, 76.158894, -99.039723, 71.037418, 1, 0, 0 
1, -99.039723, 71.037418, -93.598156, 72.317787, 1, 0, 0 
1, -93.598156, 72.317787, -88.156589, 73.598156, 1, 0, 0 
1, -88.156589, 73.598156, -90.397234, 68.476681, 1, 0, 0 
1, -90.397234, 68.476681, -92.637879, 63.355206, 1, 0, 0 
1, -92.637879, 63.355206, -87.196312, 64.635574, 1, 0, 0 
1, -87.196312, 64.635574, -81.754745, 65.915943, 1, 0, 0 
1, -81.754745, 65.915943, -83.995390, 60.794468, 1, 0, 0 
1, -83.995390, 60.794468, -86.236035, 55.672993, 1, 0, 0 
1, -86.236035, 55.672993, -80.794468, 56.953362, 1, 0, 0 
1, -80.794468, 56.953362, -75.352901, 58.233730, 1, 0, 0 
1, -75.352901, 58.233730, -77.593546, 53.112255, 1, 0, 0 
1, -77.593546, 53.112255, -79.834191, 47.990780, 1, 0, 0 
1, -79.834191, 47.990780, -74.392624, 49.271149, 1, 0, 0 
1, -74.392624, 49.271149, -68.951057, 50.551518, 1, 0, 0 
1, -68.951057, 50.551518, -71.191702, 45.430042, 1, 0, 0 
1, -71.191702, 45.430042, -73.432347, 40.308567, 1, 0, 0 
1, -73.432347, 40.308567, -67.990780, 41.588936, 1, 0, 0 
1, -67.990780, 41.588936, -62.549213, 42.869305, 1, 0, 0 
1, -62.549213, 42.869305, -64.789858, 37.747830, 1, 0, 0 
1, -64.789858, 37.747830, -67.030503, 32.626354, 1, 0, 0 
1, -67.030503, 32.626354, -61.588936, 33.906723, 1, 0, 0 
1, -61.588936, 33.906723, -56.147369, 35.187092, 1, 0, 0 
